year,month,day,PRECTOT,city,date
2000,1,1,0.0,Newyork,2000-01-01
2000,1,2,0.03,Newyork,2000-01-02
2000,1,3,0.06,Newyork,2000-01-03
2000,1,4,0.0,Newyork,2000-01-04
2000,1,5,0.06,Newyork,2000-01-05
2000,1,6,0.83,Newyork,2000-01-06
2000,1,7,4.34,Newyork,2000-01-07
2000,1,8,0.0,Newyork,2000-01-08
2000,1,9,0.39,Newyork,2000-01-09
2000,1,10,15.85,Newyork,2000-01-10
2000,1,11,0.0,Newyork,2000-01-11
2000,1,12,18.55,Newyork,2000-01-12
2000,1,13,25.14,Newyork,2000-01-13
2000,1,14,0.05,Newyork,2000-01-14
2000,1,15,2.29,Newyork,2000-01-15
2000,1,16,1.21,Newyork,2000-01-16
2000,1,17,17.13,Newyork,2000-01-17
2000,1,18,0.24,Newyork,2000-01-18
2000,1,19,1.54,Newyork,2000-01-19
2000,1,20,0.04,Newyork,2000-01-20
2000,1,21,0.01,Newyork,2000-01-21
2000,1,22,0.0,Newyork,2000-01-22
2000,1,23,0.67,Newyork,2000-01-23
2000,1,24,0.34,Newyork,2000-01-24
2000,1,25,0.41,Newyork,2000-01-25
2000,1,26,0.11,Newyork,2000-01-26
2000,1,27,0.42,Newyork,2000-01-27
2000,1,28,0.11,Newyork,2000-01-28
2000,1,29,0.0,Newyork,2000-01-29
2000,1,30,0.02,Newyork,2000-01-30
2000,1,31,0.03,Newyork,2000-01-31
2000,2,1,0.0,Newyork,2000-02-01
2000,2,2,0.01,Newyork,2000-02-02
2000,2,3,0.0,Newyork,2000-02-03
2000,2,4,0.03,Newyork,2000-02-04
2000,2,5,0.0,Newyork,2000-02-05
2000,2,6,2.43,Newyork,2000-02-06
2000,2,7,0.06,Newyork,2000-02-07
2000,2,8,1.22,Newyork,2000-02-08
2000,2,9,1.85,Newyork,2000-02-09
2000,2,10,0.0,Newyork,2000-02-10
2000,2,11,0.0,Newyork,2000-02-11
2000,2,12,0.0,Newyork,2000-02-12
2000,2,13,0.0,Newyork,2000-02-13
2000,2,14,0.06,Newyork,2000-02-14
2000,2,15,0.09,Newyork,2000-02-15
2000,2,16,0.14,Newyork,2000-02-16
2000,2,17,0.0,Newyork,2000-02-17
2000,2,18,0.0,Newyork,2000-02-18
2000,2,19,0.28,Newyork,2000-02-19
2000,2,20,6.63,Newyork,2000-02-20
2000,2,21,0.06,Newyork,2000-02-21
2000,2,22,0.0,Newyork,2000-02-22
2000,2,23,0.01,Newyork,2000-02-23
2000,2,24,0.65,Newyork,2000-02-24
2000,2,25,0.0,Newyork,2000-02-25
2000,2,26,1.04,Newyork,2000-02-26
2000,2,27,0.2,Newyork,2000-02-27
2000,2,28,0.01,Newyork,2000-02-28
2000,2,29,0.02,Newyork,2000-02-29
2000,3,1,0.06,Newyork,2000-03-01
2000,3,2,0.0,Newyork,2000-03-02
2000,3,3,0.0,Newyork,2000-03-03
2000,3,4,13.16,Newyork,2000-03-04
2000,3,5,2.39,Newyork,2000-03-05
2000,3,6,0.13,Newyork,2000-03-06
2000,3,7,0.01,Newyork,2000-03-07
2000,3,8,0.0,Newyork,2000-03-08
2000,3,9,0.01,Newyork,2000-03-09
2000,3,10,0.0,Newyork,2000-03-10
2000,3,11,1.1,Newyork,2000-03-11
2000,3,12,10.52,Newyork,2000-03-12
2000,3,13,0.06,Newyork,2000-03-13
2000,3,14,0.0,Newyork,2000-03-14
2000,3,15,0.0,Newyork,2000-03-15
2000,3,16,25.44,Newyork,2000-03-16
2000,3,17,0.3,Newyork,2000-03-17
2000,3,18,0.0,Newyork,2000-03-18
2000,3,19,0.34,Newyork,2000-03-19
2000,3,20,0.41,Newyork,2000-03-20
2000,3,21,1.65,Newyork,2000-03-21
2000,3,22,1.15,Newyork,2000-03-22
2000,3,23,2.76,Newyork,2000-03-23
2000,3,24,17.82,Newyork,2000-03-24
2000,3,25,0.02,Newyork,2000-03-25
2000,3,26,0.01,Newyork,2000-03-26
2000,3,27,0.0,Newyork,2000-03-27
2000,3,28,20.17,Newyork,2000-03-28
2000,3,29,8.3,Newyork,2000-03-29
2000,3,30,0.0,Newyork,2000-03-30
2000,3,31,0.02,Newyork,2000-03-31
2000,4,1,0.0,Newyork,2000-04-01
2000,4,2,0.02,Newyork,2000-04-02
2000,4,3,0.23,Newyork,2000-04-03
2000,4,4,0.2,Newyork,2000-04-04
2000,4,5,20.53,Newyork,2000-04-05
2000,4,6,0.01,Newyork,2000-04-06
2000,4,7,0.01,Newyork,2000-04-07
2000,4,8,0.0,Newyork,2000-04-08
2000,4,9,0.0,Newyork,2000-04-09
2000,4,10,9.71,Newyork,2000-04-10
2000,4,11,2.78,Newyork,2000-04-11
2000,4,12,0.01,Newyork,2000-04-12
2000,4,13,0.0,Newyork,2000-04-13
2000,4,14,0.0,Newyork,2000-04-14
2000,4,15,10.2,Newyork,2000-04-15
2000,4,16,4.38,Newyork,2000-04-16
2000,4,17,0.16,Newyork,2000-04-17
2000,4,18,0.03,Newyork,2000-04-18
2000,4,19,0.22,Newyork,2000-04-19
2000,4,20,37.48,Newyork,2000-04-20
2000,4,21,12.92,Newyork,2000-04-21
2000,4,22,1.65,Newyork,2000-04-22
2000,4,23,1.7,Newyork,2000-04-23
2000,4,24,6.14,Newyork,2000-04-24
2000,4,25,0.0,Newyork,2000-04-25
2000,4,26,11.29,Newyork,2000-04-26
2000,4,27,16.02,Newyork,2000-04-27
2000,4,28,1.62,Newyork,2000-04-28
2000,4,29,0.0,Newyork,2000-04-29
2000,4,30,0.08,Newyork,2000-04-30
2000,5,1,0.24,Newyork,2000-05-01
2000,5,2,2.29,Newyork,2000-05-02
2000,5,3,2.31,Newyork,2000-05-03
2000,5,4,0.09,Newyork,2000-05-04
2000,5,5,0.0,Newyork,2000-05-05
2000,5,6,0.01,Newyork,2000-05-06
2000,5,7,0.54,Newyork,2000-05-07
2000,5,8,0.8,Newyork,2000-05-08
2000,5,9,0.04,Newyork,2000-05-09
2000,5,10,0.0,Newyork,2000-05-10
2000,5,11,0.81,Newyork,2000-05-11
2000,5,12,2.5,Newyork,2000-05-12
2000,5,13,17.8,Newyork,2000-05-13
2000,5,14,6.98,Newyork,2000-05-14
2000,5,15,11.35,Newyork,2000-05-15
2000,5,16,2.46,Newyork,2000-05-16
2000,5,17,10.42,Newyork,2000-05-17
2000,5,18,5.99,Newyork,2000-05-18
2000,5,19,0.08,Newyork,2000-05-19
2000,5,20,28.19,Newyork,2000-05-20
2000,5,21,3.81,Newyork,2000-05-21
2000,5,22,0.04,Newyork,2000-05-22
2000,5,23,0.11,Newyork,2000-05-23
2000,5,24,0.14,Newyork,2000-05-24
2000,5,25,0.0,Newyork,2000-05-25
2000,5,26,0.0,Newyork,2000-05-26
2000,5,27,7.16,Newyork,2000-05-27
2000,5,28,14.24,Newyork,2000-05-28
2000,5,29,0.0,Newyork,2000-05-29
2000,5,30,0.0,Newyork,2000-05-30
2000,5,31,16.28,Newyork,2000-05-31
2000,6,1,7.98,Newyork,2000-06-01
2000,6,2,0.29,Newyork,2000-06-02
2000,6,3,0.6,Newyork,2000-06-03
2000,6,4,0.33,Newyork,2000-06-04
2000,6,5,0.62,Newyork,2000-06-05
2000,6,6,0.0,Newyork,2000-06-06
2000,6,7,0.0,Newyork,2000-06-07
2000,6,8,2.05,Newyork,2000-06-08
2000,6,9,20.32,Newyork,2000-06-09
2000,6,10,3.97,Newyork,2000-06-10
2000,6,11,33.98,Newyork,2000-06-11
2000,6,12,20.07,Newyork,2000-06-12
2000,6,13,41.31,Newyork,2000-06-13
2000,6,14,39.1,Newyork,2000-06-14
2000,6,15,0.01,Newyork,2000-06-15
2000,6,16,0.0,Newyork,2000-06-16
2000,6,17,12.9,Newyork,2000-06-17
2000,6,18,8.86,Newyork,2000-06-18
2000,6,19,0.14,Newyork,2000-06-19
2000,6,20,0.0,Newyork,2000-06-20
2000,6,21,0.0,Newyork,2000-06-21
2000,6,22,0.12,Newyork,2000-06-22
2000,6,23,9.73,Newyork,2000-06-23
2000,6,24,23.0,Newyork,2000-06-24
2000,6,25,1.82,Newyork,2000-06-25
2000,6,26,0.8,Newyork,2000-06-26
2000,6,27,0.31,Newyork,2000-06-27
2000,6,28,24.23,Newyork,2000-06-28
2000,6,29,6.49,Newyork,2000-06-29
2000,6,30,4.69,Newyork,2000-06-30
2000,7,1,1.51,Newyork,2000-07-01
2000,7,2,3.61,Newyork,2000-07-02
2000,7,3,3.74,Newyork,2000-07-03
2000,7,4,17.23,Newyork,2000-07-04
2000,7,5,0.61,Newyork,2000-07-05
2000,7,6,0.04,Newyork,2000-07-06
2000,7,7,87.09,Newyork,2000-07-07
2000,7,8,81.73,Newyork,2000-07-08
2000,7,9,0.17,Newyork,2000-07-09
2000,7,10,0.31,Newyork,2000-07-10
2000,7,11,0.0,Newyork,2000-07-11
2000,7,12,0.0,Newyork,2000-07-12
2000,7,13,0.1,Newyork,2000-07-13
2000,7,14,0.32,Newyork,2000-07-14
2000,7,15,3.52,Newyork,2000-07-15
2000,7,16,0.56,Newyork,2000-07-16
2000,7,17,0.11,Newyork,2000-07-17
2000,7,18,1.82,Newyork,2000-07-18
2000,7,19,1.73,Newyork,2000-07-19
2000,7,20,0.67,Newyork,2000-07-20
2000,7,21,0.13,Newyork,2000-07-21
2000,7,22,0.0,Newyork,2000-07-22
2000,7,23,0.02,Newyork,2000-07-23
2000,7,24,0.49,Newyork,2000-07-24
2000,7,25,5.61,Newyork,2000-07-25
2000,7,26,30.72,Newyork,2000-07-26
2000,7,27,1.56,Newyork,2000-07-27
2000,7,28,0.97,Newyork,2000-07-28
2000,7,29,0.05,Newyork,2000-07-29
2000,7,30,0.01,Newyork,2000-07-30
2000,7,31,0.0,Newyork,2000-07-31
2000,8,1,0.03,Newyork,2000-08-01
2000,8,2,0.86,Newyork,2000-08-02
2000,8,3,0.15,Newyork,2000-08-03
2000,8,4,0.71,Newyork,2000-08-04
2000,8,5,0.93,Newyork,2000-08-05
2000,8,6,3.78,Newyork,2000-08-06
2000,8,7,7.27,Newyork,2000-08-07
2000,8,8,0.92,Newyork,2000-08-08
2000,8,9,10.47,Newyork,2000-08-09
2000,8,10,2.79,Newyork,2000-08-10
2000,8,11,0.05,Newyork,2000-08-11
2000,8,12,5.42,Newyork,2000-08-12
2000,8,13,21.84,Newyork,2000-08-13
2000,8,14,1.24,Newyork,2000-08-14
2000,8,15,4.45,Newyork,2000-08-15
2000,8,16,0.97,Newyork,2000-08-16
2000,8,17,1.04,Newyork,2000-08-17
2000,8,18,0.59,Newyork,2000-08-18
2000,8,19,0.05,Newyork,2000-08-19
2000,8,20,0.01,Newyork,2000-08-20
2000,8,21,0.2,Newyork,2000-08-21
2000,8,22,0.08,Newyork,2000-08-22
2000,8,23,0.57,Newyork,2000-08-23
2000,8,24,0.04,Newyork,2000-08-24
2000,8,25,0.01,Newyork,2000-08-25
2000,8,26,0.0,Newyork,2000-08-26
2000,8,27,0.01,Newyork,2000-08-27
2000,8,28,0.02,Newyork,2000-08-28
2000,8,29,0.06,Newyork,2000-08-29
2000,8,30,0.25,Newyork,2000-08-30
2000,8,31,12.21,Newyork,2000-08-31
2000,9,1,2.03,Newyork,2000-09-01
2000,9,2,0.33,Newyork,2000-09-02
2000,9,3,0.05,Newyork,2000-09-03
2000,9,4,1.0,Newyork,2000-09-04
2000,9,5,27.42,Newyork,2000-09-05
2000,9,6,20.05,Newyork,2000-09-06
2000,9,7,32.52,Newyork,2000-09-07
2000,9,8,17.03,Newyork,2000-09-08
2000,9,9,2.52,Newyork,2000-09-09
2000,9,10,3.91,Newyork,2000-09-10
2000,9,11,25.06,Newyork,2000-09-11
2000,9,12,9.07,Newyork,2000-09-12
2000,9,13,4.82,Newyork,2000-09-13
2000,9,14,3.58,Newyork,2000-09-14
2000,9,15,2.52,Newyork,2000-09-15
2000,9,16,12.58,Newyork,2000-09-16
2000,9,17,12.61,Newyork,2000-09-17
2000,9,18,0.32,Newyork,2000-09-18
2000,9,19,0.01,Newyork,2000-09-19
2000,9,20,0.03,Newyork,2000-09-20
2000,9,21,0.0,Newyork,2000-09-21
2000,9,22,0.0,Newyork,2000-09-22
2000,9,23,17.46,Newyork,2000-09-23
2000,9,24,39.87,Newyork,2000-09-24
2000,9,25,7.82,Newyork,2000-09-25
2000,9,26,3.69,Newyork,2000-09-26
2000,9,27,0.35,Newyork,2000-09-27
2000,9,28,0.02,Newyork,2000-09-28
2000,9,29,1.0,Newyork,2000-09-29
2000,9,30,3.06,Newyork,2000-09-30
2000,10,1,11.73,Newyork,2000-10-01
2000,10,2,5.33,Newyork,2000-10-02
2000,10,3,12.17,Newyork,2000-10-03
2000,10,4,0.75,Newyork,2000-10-04
2000,10,5,3.94,Newyork,2000-10-05
2000,10,6,0.03,Newyork,2000-10-06
2000,10,7,0.0,Newyork,2000-10-07
2000,10,8,0.19,Newyork,2000-10-08
2000,10,9,26.99,Newyork,2000-10-09
2000,10,10,0.04,Newyork,2000-10-10
2000,10,11,0.01,Newyork,2000-10-11
2000,10,12,0.19,Newyork,2000-10-12
2000,10,13,0.52,Newyork,2000-10-13
2000,10,14,0.0,Newyork,2000-10-14
2000,10,15,1.91,Newyork,2000-10-15
2000,10,16,0.58,Newyork,2000-10-16
2000,10,17,0.32,Newyork,2000-10-17
2000,10,18,0.21,Newyork,2000-10-18
2000,10,19,0.04,Newyork,2000-10-19
2000,10,20,36.47,Newyork,2000-10-20
2000,10,21,10.55,Newyork,2000-10-21
2000,10,22,0.04,Newyork,2000-10-22
2000,10,23,27.32,Newyork,2000-10-23
2000,10,24,0.19,Newyork,2000-10-24
2000,10,25,1.22,Newyork,2000-10-25
2000,10,26,0.01,Newyork,2000-10-26
2000,10,27,0.01,Newyork,2000-10-27
2000,10,28,6.1,Newyork,2000-10-28
2000,10,29,12.34,Newyork,2000-10-29
2000,10,30,0.15,Newyork,2000-10-30
2000,10,31,0.07,Newyork,2000-10-31
2000,11,1,11.27,Newyork,2000-11-01
2000,11,2,17.43,Newyork,2000-11-02
2000,11,3,4.94,Newyork,2000-11-03
2000,11,4,0.02,Newyork,2000-11-04
2000,11,5,0.03,Newyork,2000-11-05
2000,11,6,0.57,Newyork,2000-11-06
2000,11,7,3.66,Newyork,2000-11-07
2000,11,8,0.02,Newyork,2000-11-08
2000,11,9,0.14,Newyork,2000-11-09
2000,11,10,1.63,Newyork,2000-11-10
2000,11,11,0.01,Newyork,2000-11-11
2000,11,12,1.01,Newyork,2000-11-12
2000,11,13,0.02,Newyork,2000-11-13
2000,11,14,2.11,Newyork,2000-11-14
2000,11,15,6.38,Newyork,2000-11-15
2000,11,16,1.13,Newyork,2000-11-16
2000,11,17,14.6,Newyork,2000-11-17
2000,11,18,0.01,Newyork,2000-11-18
2000,11,19,0.35,Newyork,2000-11-19
2000,11,20,15.62,Newyork,2000-11-20
2000,11,21,17.84,Newyork,2000-11-21
2000,11,22,0.06,Newyork,2000-11-22
2000,11,23,0.47,Newyork,2000-11-23
2000,11,24,0.0,Newyork,2000-11-24
2000,11,25,0.01,Newyork,2000-11-25
2000,11,26,0.01,Newyork,2000-11-26
2000,11,27,0.35,Newyork,2000-11-27
2000,11,28,0.09,Newyork,2000-11-28
2000,11,29,0.18,Newyork,2000-11-29
2000,11,30,0.57,Newyork,2000-11-30
2000,12,1,4.35,Newyork,2000-12-01
2000,12,2,0.0,Newyork,2000-12-02
2000,12,3,0.16,Newyork,2000-12-03
2000,12,4,0.01,Newyork,2000-12-04
2000,12,5,0.01,Newyork,2000-12-05
2000,12,6,0.0,Newyork,2000-12-06
2000,12,7,0.0,Newyork,2000-12-07
2000,12,8,0.0,Newyork,2000-12-08
2000,12,9,0.0,Newyork,2000-12-09
2000,12,10,2.47,Newyork,2000-12-10
2000,12,11,0.01,Newyork,2000-12-11
2000,12,12,0.0,Newyork,2000-12-12
2000,12,13,0.0,Newyork,2000-12-13
2000,12,14,0.06,Newyork,2000-12-14
2000,12,15,0.0,Newyork,2000-12-15
2000,12,16,0.0,Newyork,2000-12-16
2000,12,17,2.3,Newyork,2000-12-17
2000,12,18,4.38,Newyork,2000-12-18
2000,12,19,1.57,Newyork,2000-12-19
2000,12,20,9.56,Newyork,2000-12-20
2000,12,21,0.39,Newyork,2000-12-21
2000,12,22,0.15,Newyork,2000-12-22
2000,12,23,0.5,Newyork,2000-12-23
2000,12,24,0.0,Newyork,2000-12-24
2000,12,25,0.21,Newyork,2000-12-25
2000,12,26,0.0,Newyork,2000-12-26
2000,12,27,0.0,Newyork,2000-12-27
2000,12,28,0.0,Newyork,2000-12-28
2000,12,29,0.0,Newyork,2000-12-29
2000,12,30,0.1,Newyork,2000-12-30
2000,12,31,1.29,Newyork,2000-12-31
2001,1,1,0.55,Newyork,2001-01-01
2001,1,2,0.01,Newyork,2001-01-02
2001,1,3,0.04,Newyork,2001-01-03
2001,1,4,0.05,Newyork,2001-01-04
2001,1,5,0.01,Newyork,2001-01-05
2001,1,6,0.01,Newyork,2001-01-06
2001,1,7,4.6,Newyork,2001-01-07
2001,1,8,34.63,Newyork,2001-01-08
2001,1,9,2.06,Newyork,2001-01-09
2001,1,10,30.49,Newyork,2001-01-10
2001,1,11,0.02,Newyork,2001-01-11
2001,1,12,0.0,Newyork,2001-01-12
2001,1,13,0.02,Newyork,2001-01-13
2001,1,14,0.0,Newyork,2001-01-14
2001,1,15,0.01,Newyork,2001-01-15
2001,1,16,0.01,Newyork,2001-01-16
2001,1,17,0.0,Newyork,2001-01-17
2001,1,18,0.01,Newyork,2001-01-18
2001,1,19,0.01,Newyork,2001-01-19
2001,1,20,12.24,Newyork,2001-01-20
2001,1,21,0.75,Newyork,2001-01-21
2001,1,22,0.03,Newyork,2001-01-22
2001,1,23,0.18,Newyork,2001-01-23
2001,1,24,0.0,Newyork,2001-01-24
2001,1,25,17.17,Newyork,2001-01-25
2001,1,26,19.77,Newyork,2001-01-26
2001,1,27,51.21,Newyork,2001-01-27
2001,1,28,0.06,Newyork,2001-01-28
2001,1,29,0.01,Newyork,2001-01-29
2001,1,30,0.0,Newyork,2001-01-30
2001,1,31,0.02,Newyork,2001-01-31
2001,2,1,7.19,Newyork,2001-02-01
2001,2,2,0.01,Newyork,2001-02-02
2001,2,3,0.0,Newyork,2001-02-03
2001,2,4,0.02,Newyork,2001-02-04
2001,2,5,0.14,Newyork,2001-02-05
2001,2,6,0.06,Newyork,2001-02-06
2001,2,7,16.57,Newyork,2001-02-07
2001,2,8,1.55,Newyork,2001-02-08
2001,2,9,0.0,Newyork,2001-02-09
2001,2,10,0.0,Newyork,2001-02-10
2001,2,11,0.01,Newyork,2001-02-11
2001,2,12,0.01,Newyork,2001-02-12
2001,2,13,0.08,Newyork,2001-02-13
2001,2,14,0.98,Newyork,2001-02-14
2001,2,15,0.14,Newyork,2001-02-15
2001,2,16,2.35,Newyork,2001-02-16
2001,2,17,0.0,Newyork,2001-02-17
2001,2,18,0.0,Newyork,2001-02-18
2001,2,19,0.01,Newyork,2001-02-19
2001,2,20,0.01,Newyork,2001-02-20
2001,2,21,0.03,Newyork,2001-02-21
2001,2,22,0.11,Newyork,2001-02-22
2001,2,23,0.51,Newyork,2001-02-23
2001,2,24,10.34,Newyork,2001-02-24
2001,2,25,0.12,Newyork,2001-02-25
2001,2,26,0.0,Newyork,2001-02-26
2001,2,27,0.0,Newyork,2001-02-27
2001,2,28,1.15,Newyork,2001-02-28
2001,3,1,27.43,Newyork,2001-03-01
2001,3,2,6.85,Newyork,2001-03-02
2001,3,3,0.31,Newyork,2001-03-03
2001,3,4,28.54,Newyork,2001-03-04
2001,3,5,0.04,Newyork,2001-03-05
2001,3,6,0.02,Newyork,2001-03-06
2001,3,7,0.05,Newyork,2001-03-07
2001,3,8,1.47,Newyork,2001-03-08
2001,3,9,0.21,Newyork,2001-03-09
2001,3,10,0.03,Newyork,2001-03-10
2001,3,11,0.01,Newyork,2001-03-11
2001,3,12,0.23,Newyork,2001-03-12
2001,3,13,0.48,Newyork,2001-03-13
2001,3,14,0.0,Newyork,2001-03-14
2001,3,15,1.28,Newyork,2001-03-15
2001,3,16,0.0,Newyork,2001-03-16
2001,3,17,5.68,Newyork,2001-03-17
2001,3,18,4.66,Newyork,2001-03-18
2001,3,19,0.0,Newyork,2001-03-19
2001,3,20,0.0,Newyork,2001-03-20
2001,3,21,0.0,Newyork,2001-03-21
2001,3,22,0.01,Newyork,2001-03-22
2001,3,23,0.04,Newyork,2001-03-23
2001,3,24,0.03,Newyork,2001-03-24
2001,3,25,6.23,Newyork,2001-03-25
2001,3,26,19.39,Newyork,2001-03-26
2001,3,27,0.0,Newyork,2001-03-27
2001,3,28,0.12,Newyork,2001-03-28
2001,3,29,28.6,Newyork,2001-03-29
2001,3,30,1.48,Newyork,2001-03-30
2001,3,31,10.83,Newyork,2001-03-31
2001,4,1,0.08,Newyork,2001-04-01
2001,4,2,0.16,Newyork,2001-04-02
2001,4,3,6.0,Newyork,2001-04-03
2001,4,4,2.13,Newyork,2001-04-04
2001,4,5,0.0,Newyork,2001-04-05
2001,4,6,0.0,Newyork,2001-04-06
2001,4,7,0.0,Newyork,2001-04-07
2001,4,8,0.0,Newyork,2001-04-08
2001,4,9,0.0,Newyork,2001-04-09
2001,4,10,0.01,Newyork,2001-04-10
2001,4,11,0.22,Newyork,2001-04-11
2001,4,12,0.42,Newyork,2001-04-12
2001,4,13,0.01,Newyork,2001-04-13
2001,4,14,0.12,Newyork,2001-04-14
2001,4,15,0.01,Newyork,2001-04-15
2001,4,16,0.0,Newyork,2001-04-16
2001,4,17,0.0,Newyork,2001-04-17
2001,4,18,3.92,Newyork,2001-04-18
2001,4,19,3.17,Newyork,2001-04-19
2001,4,20,0.13,Newyork,2001-04-20
2001,4,21,3.14,Newyork,2001-04-21
2001,4,22,3.7,Newyork,2001-04-22
2001,4,23,0.0,Newyork,2001-04-23
2001,4,24,0.07,Newyork,2001-04-24
2001,4,25,7.46,Newyork,2001-04-25
2001,4,26,0.19,Newyork,2001-04-26
2001,4,27,0.0,Newyork,2001-04-27
2001,4,28,0.01,Newyork,2001-04-28
2001,4,29,7.2,Newyork,2001-04-29
2001,4,30,20.48,Newyork,2001-04-30
2001,5,1,0.0,Newyork,2001-05-01
2001,5,2,4.56,Newyork,2001-05-02
2001,5,3,16.89,Newyork,2001-05-03
2001,5,4,0.02,Newyork,2001-05-04
2001,5,5,0.0,Newyork,2001-05-05
2001,5,6,0.0,Newyork,2001-05-06
2001,5,7,0.2,Newyork,2001-05-07
2001,5,8,11.15,Newyork,2001-05-08
2001,5,9,3.0,Newyork,2001-05-09
2001,5,10,0.74,Newyork,2001-05-10
2001,5,11,1.78,Newyork,2001-05-11
2001,5,12,0.0,Newyork,2001-05-12
2001,5,13,0.19,Newyork,2001-05-13
2001,5,14,0.0,Newyork,2001-05-14
2001,5,15,0.1,Newyork,2001-05-15
2001,5,16,10.6,Newyork,2001-05-16
2001,5,17,0.43,Newyork,2001-05-17
2001,5,18,0.01,Newyork,2001-05-18
2001,5,19,1.5,Newyork,2001-05-19
2001,5,20,0.0,Newyork,2001-05-20
2001,5,21,0.0,Newyork,2001-05-21
2001,5,22,3.62,Newyork,2001-05-22
2001,5,23,32.23,Newyork,2001-05-23
2001,5,24,14.89,Newyork,2001-05-24
2001,5,25,3.25,Newyork,2001-05-25
2001,5,26,0.14,Newyork,2001-05-26
2001,5,27,10.46,Newyork,2001-05-27
2001,5,28,3.88,Newyork,2001-05-28
2001,5,29,6.43,Newyork,2001-05-29
2001,5,30,9.85,Newyork,2001-05-30
2001,5,31,20.65,Newyork,2001-05-31
2001,6,1,0.1,Newyork,2001-06-01
2001,6,2,0.18,Newyork,2001-06-02
2001,6,3,0.0,Newyork,2001-06-03
2001,6,4,0.0,Newyork,2001-06-04
2001,6,5,1.32,Newyork,2001-06-05
2001,6,6,16.73,Newyork,2001-06-06
2001,6,7,6.43,Newyork,2001-06-07
2001,6,8,0.31,Newyork,2001-06-08
2001,6,9,0.71,Newyork,2001-06-09
2001,6,10,2.63,Newyork,2001-06-10
2001,6,11,2.58,Newyork,2001-06-11
2001,6,12,4.48,Newyork,2001-06-12
2001,6,13,2.59,Newyork,2001-06-13
2001,6,14,40.06,Newyork,2001-06-14
2001,6,15,28.94,Newyork,2001-06-15
2001,6,16,3.5,Newyork,2001-06-16
2001,6,17,0.53,Newyork,2001-06-17
2001,6,18,0.01,Newyork,2001-06-18
2001,6,19,5.16,Newyork,2001-06-19
2001,6,20,11.83,Newyork,2001-06-20
2001,6,21,4.43,Newyork,2001-06-21
2001,6,22,3.4,Newyork,2001-06-22
2001,6,23,0.03,Newyork,2001-06-23
2001,6,24,0.18,Newyork,2001-06-24
2001,6,25,0.05,Newyork,2001-06-25
2001,6,26,0.0,Newyork,2001-06-26
2001,6,27,0.15,Newyork,2001-06-27
2001,6,28,0.0,Newyork,2001-06-28
2001,6,29,0.44,Newyork,2001-06-29
2001,6,30,1.28,Newyork,2001-06-30
2001,7,1,0.0,Newyork,2001-07-01
2001,7,2,0.0,Newyork,2001-07-02
2001,7,3,0.0,Newyork,2001-07-03
2001,7,4,0.0,Newyork,2001-07-04
2001,7,5,0.0,Newyork,2001-07-05
2001,7,6,4.46,Newyork,2001-07-06
2001,7,7,0.41,Newyork,2001-07-07
2001,7,8,0.0,Newyork,2001-07-08
2001,7,9,0.0,Newyork,2001-07-09
2001,7,10,0.0,Newyork,2001-07-10
2001,7,11,0.0,Newyork,2001-07-11
2001,7,12,0.01,Newyork,2001-07-12
2001,7,13,0.44,Newyork,2001-07-13
2001,7,14,0.4,Newyork,2001-07-14
2001,7,15,0.09,Newyork,2001-07-15
2001,7,16,0.1,Newyork,2001-07-16
2001,7,17,2.09,Newyork,2001-07-17
2001,7,18,2.7,Newyork,2001-07-18
2001,7,19,2.09,Newyork,2001-07-19
2001,7,20,0.59,Newyork,2001-07-20
2001,7,21,0.7,Newyork,2001-07-21
2001,7,22,0.59,Newyork,2001-07-22
2001,7,23,0.07,Newyork,2001-07-23
2001,7,24,0.15,Newyork,2001-07-24
2001,7,25,8.75,Newyork,2001-07-25
2001,7,26,3.7,Newyork,2001-07-26
2001,7,27,0.6,Newyork,2001-07-27
2001,7,28,0.06,Newyork,2001-07-28
2001,7,29,0.0,Newyork,2001-07-29
2001,7,30,0.0,Newyork,2001-07-30
2001,7,31,0.2,Newyork,2001-07-31
2001,8,1,1.07,Newyork,2001-08-01
2001,8,2,0.01,Newyork,2001-08-02
2001,8,3,0.01,Newyork,2001-08-03
2001,8,4,1.06,Newyork,2001-08-04
2001,8,5,0.26,Newyork,2001-08-05
2001,8,6,0.03,Newyork,2001-08-06
2001,8,7,0.19,Newyork,2001-08-07
2001,8,8,0.14,Newyork,2001-08-08
2001,8,9,0.0,Newyork,2001-08-09
2001,8,10,0.21,Newyork,2001-08-10
2001,8,11,2.09,Newyork,2001-08-11
2001,8,12,0.77,Newyork,2001-08-12
2001,8,13,0.27,Newyork,2001-08-13
2001,8,14,0.0,Newyork,2001-08-14
2001,8,15,0.05,Newyork,2001-08-15
2001,8,16,0.11,Newyork,2001-08-16
2001,8,17,0.03,Newyork,2001-08-17
2001,8,18,3.66,Newyork,2001-08-18
2001,8,19,0.41,Newyork,2001-08-19
2001,8,20,0.33,Newyork,2001-08-20
2001,8,21,25.65,Newyork,2001-08-21
2001,8,22,58.03,Newyork,2001-08-22
2001,8,23,0.06,Newyork,2001-08-23
2001,8,24,0.05,Newyork,2001-08-24
2001,8,25,0.06,Newyork,2001-08-25
2001,8,26,2.07,Newyork,2001-08-26
2001,8,27,8.14,Newyork,2001-08-27
2001,8,28,3.68,Newyork,2001-08-28
2001,8,29,7.81,Newyork,2001-08-29
