YEAR,MO,DY,PRECTOT,Inflow_Liters,Usage_Liters
2005,1,1,0.01,1.02,500
2005,1,2,0.01,1.02,500
2005,1,3,0.31,31.62,500
2005,1,4,0.01,1.02,500
2005,1,5,0.0,0.0,500
2005,1,6,0.0,0.0,500
2005,1,7,0.0,0.0,500
2005,1,8,0.0,0.0,500
2005,1,9,0.0,0.0,500
2005,1,10,0.0,0.0,500
2005,1,11,0.0,0.0,500
2005,1,12,0.0,0.0,500
2005,1,13,0.0,0.0,500
2005,1,14,0.0,0.0,500
2005,1,15,0.0,0.0,500
2005,1,16,0.0,0.0,500
2005,1,17,0.0,0.0,500
2005,1,18,0.0,0.0,500
2005,1,19,0.0,0.0,500
2005,1,20,0.0,0.0,500
2005,1,21,0.03,3.0599999999999996,500
2005,1,22,0.1,10.2,500
2005,1,23,0.05,5.1,500
2005,1,24,0.0,0.0,500
2005,1,25,0.0,0.0,500
2005,1,26,0.0,0.0,500
2005,1,27,0.37,37.739999999999995,500
2005,1,28,0.05,5.1,500
2005,1,29,0.25,25.5,500
2005,1,30,0.36,36.72,500
2005,1,31,1.35,137.7,500
2005,2,1,3.66,373.32000000000005,500
2005,2,2,1.37,139.74,500
2005,2,3,0.47,47.94,500
2005,2,4,0.17,17.34,500
2005,2,5,0.0,0.0,500
2005,2,6,0.0,0.0,500
2005,2,7,0.0,0.0,500
2005,2,8,0.0,0.0,500
2005,2,9,0.0,0.0,500
2005,2,10,0.0,0.0,500
2005,2,11,0.0,0.0,500
2005,2,12,0.0,0.0,500
2005,2,13,0.0,0.0,500
2005,2,14,0.0,0.0,500
2005,2,15,0.0,0.0,500
2005,2,16,0.0,0.0,500
2005,2,17,0.0,0.0,500
2005,2,18,0.0,0.0,500
2005,2,19,0.0,0.0,500
2005,2,20,0.0,0.0,500
2005,2,21,0.0,0.0,500
2005,2,22,0.08,8.16,500
2005,2,23,0.02,2.04,500
2005,2,24,0.0,0.0,500
2005,2,25,0.0,0.0,500
2005,2,26,0.0,0.0,500
2005,2,27,0.0,0.0,500
2005,2,28,0.0,0.0,500
2005,3,1,0.0,0.0,500
2005,3,2,0.0,0.0,500
2005,3,3,0.0,0.0,500
2005,3,4,0.0,0.0,500
2005,3,5,0.0,0.0,500
2005,3,6,0.0,0.0,500
2005,3,7,0.0,0.0,500
2005,3,8,0.05,5.1,500
2005,3,9,0.01,1.02,500
2005,3,10,0.44,44.879999999999995,500
2005,3,11,6.1,622.1999999999999,500
2005,3,12,0.62,63.24,500
2005,3,13,1.41,143.82,500
2005,3,14,1.07,109.14,500
2005,3,15,0.03,3.0599999999999996,500
2005,3,16,0.0,0.0,500
2005,3,17,0.0,0.0,500
2005,3,18,0.0,0.0,500
2005,3,19,0.0,0.0,500
2005,3,20,0.0,0.0,500
2005,3,21,0.0,0.0,500
2005,3,22,0.0,0.0,500
2005,3,23,0.0,0.0,500
2005,3,24,0.04,4.08,500
2005,3,25,0.14,14.28,500
2005,3,26,0.0,0.0,500
2005,3,27,0.0,0.0,500
2005,3,28,0.0,0.0,500
2005,3,29,0.0,0.0,500
2005,3,30,0.25,25.5,500
2005,3,31,0.13,13.260000000000002,500
2005,4,1,3.33,339.66,500
2005,4,2,0.22,22.439999999999998,500
2005,4,3,3.09,315.17999999999995,500
2005,4,4,2.86,291.71999999999997,500
2005,4,5,6.83,696.66,500
2005,4,6,16.21,1653.42,500
2005,4,7,5.33,543.66,500
2005,4,8,0.15,15.299999999999999,500
2005,4,9,0.54,55.080000000000005,500
2005,4,10,7.3,744.6,500
2005,4,11,1.25,127.5,500
2005,4,12,0.21,21.419999999999998,500
2005,4,13,0.19,19.38,500
2005,4,14,0.29,29.58,500
2005,4,15,2.89,294.78000000000003,500
2005,4,16,0.07,7.14,500
2005,4,17,0.0,0.0,500
2005,4,18,0.89,90.78,500
2005,4,19,0.28,28.56,500
2005,4,20,0.3,30.599999999999998,500
2005,4,21,0.07,7.14,500
2005,4,22,0.01,1.02,500
2005,4,23,0.19,19.38,500
2005,4,24,0.04,4.08,500
2005,4,25,1.13,115.25999999999999,500
2005,4,26,21.4,2182.7999999999997,500
2005,4,27,5.49,559.98,500
2005,4,28,0.02,2.04,500
2005,4,29,0.0,0.0,500
2005,4,30,0.55,56.1,500
2005,5,1,1.63,166.26,500
2005,5,2,0.85,86.7,500
2005,5,3,0.83,84.66,500
2005,5,4,9.27,945.5399999999998,500
2005,5,5,10.53,1074.06,500
2005,5,6,1.1,112.2,500
2005,5,7,0.09,9.18,500
2005,5,8,0.0,0.0,500
2005,5,9,0.0,0.0,500
2005,5,10,0.37,37.739999999999995,500
2005,5,11,0.06,6.119999999999999,500
2005,5,12,0.11,11.219999999999999,500
2005,5,13,0.02,2.04,500
2005,5,14,0.0,0.0,500
2005,5,15,0.01,1.02,500
2005,5,16,0.05,5.1,500
2005,5,17,0.0,0.0,500
2005,5,18,0.0,0.0,500
2005,5,19,0.0,0.0,500
2005,5,20,0.0,0.0,500
2005,5,21,5.61,572.22,500
2005,5,22,6.28,640.5600000000001,500
2005,5,23,18.14,1850.2800000000002,500
2005,5,24,0.61,62.22,500
2005,5,25,4.41,449.82000000000005,500
2005,5,26,9.32,950.6400000000001,500
2005,5,27,46.03,4695.06,500
2005,5,28,1.17,119.33999999999997,500
2005,5,29,5.54,565.0799999999999,500
2005,5,30,2.62,267.24,500
2005,5,31,36.23,3695.4599999999996,500
2005,6,1,5.85,596.6999999999999,500
2005,6,2,6.29,641.5799999999999,500
2005,6,3,5.19,529.38,500
2005,6,4,10.06,1026.1200000000001,500
2005,6,5,3.26,332.52,500
2005,6,6,0.13,13.260000000000002,500
2005,6,7,1.24,126.48,500
2005,6,8,0.65,66.3,500
2005,6,9,2.52,257.03999999999996,500
2005,6,10,6.37,649.74,500
2005,6,11,0.11,11.219999999999999,500
2005,6,12,0.05,5.1,500
2005,6,13,0.51,52.02,500
2005,6,14,0.06,6.119999999999999,500
2005,6,15,0.0,0.0,500
2005,6,16,0.1,10.2,500
2005,6,17,0.04,4.08,500
2005,6,18,0.12,12.239999999999998,500
2005,6,19,0.18,18.36,500
2005,6,20,3.01,307.02,500
2005,6,21,0.33,33.660000000000004,500
2005,6,22,1.15,117.3,500
2005,6,23,0.02,2.04,500
2005,6,24,1.36,138.72,500
2005,6,25,0.85,86.7,500
2005,6,26,0.01,1.02,500
2005,6,27,0.01,1.02,500
2005,6,28,0.06,6.119999999999999,500
2005,6,29,0.04,4.08,500
2005,6,30,1.11,113.22000000000001,500
2005,7,1,2.68,273.36,500
2005,7,2,2.06,210.12,500
2005,7,3,0.51,52.02,500
2005,7,4,0.27,27.540000000000003,500
2005,7,5,0.57,58.13999999999999,500
2005,7,6,0.26,26.520000000000003,500
2005,7,7,0.01,1.02,500
2005,7,8,3.03,309.05999999999995,500
2005,7,9,0.3,30.599999999999998,500
2005,7,10,6.99,712.98,500
2005,7,11,1.39,141.77999999999997,500
2005,7,12,1.27,129.54,500
2005,7,13,8.84,901.68,500
2005,7,14,14.39,1467.7800000000002,500
2005,7,15,15.82,1613.64,500
2005,7,16,24.67,2516.34,500
2005,7,17,4.46,454.92,500
2005,7,18,0.76,77.52,500
2005,7,19,1.72,175.44,500
2005,7,20,1.56,159.12,500
2005,7,21,0.22,22.439999999999998,500
2005,7,22,2.12,216.24,500
2005,7,23,20.39,2079.78,500
2005,7,24,11.57,1180.14,500
2005,7,25,5.7,581.4,500
2005,7,26,4.54,463.0799999999999,500
2005,7,27,1.23,125.46,500
2005,7,28,2.04,208.08,500
2005,7,29,0.59,60.17999999999999,500
2005,7,30,1.43,145.85999999999999,500
2005,7,31,2.61,266.21999999999997,500
2005,8,1,1.18,120.35999999999999,500
2005,8,2,0.65,66.3,500
2005,8,3,0.8,81.6,500
2005,8,4,0.77,78.54,500
2005,8,5,0.5,51.0,500
2005,8,6,0.02,2.04,500
2005,8,7,0.08,8.16,500
2005,8,8,0.15,15.299999999999999,500
2005,8,9,0.8,81.6,500
2005,8,10,21.91,2234.8199999999997,500
2005,8,11,0.91,92.82,500
2005,8,12,0.34,34.68,500
2005,8,13,1.37,139.74,500
2005,8,14,1.5,153.0,500
2005,8,15,11.63,1186.26,500
2005,8,16,1.14,116.27999999999999,500
2005,8,17,0.32,32.64,500
2005,8,18,0.03,3.0599999999999996,500
2005,8,19,3.33,339.66,500
2005,8,20,0.05,5.1,500
2005,8,21,3.06,312.12,500
2005,8,22,3.83,390.66,500
2005,8,23,46.54,4747.08,500
2005,8,24,4.38,446.76,500
2005,8,25,1.37,139.74,500
2005,8,26,1.09,111.18,500
2005,8,27,35.5,3621.0,500
2005,8,28,24.6,2509.2,500
2005,8,29,8.63,880.2600000000001,500
2005,8,30,4.47,455.93999999999994,500
2005,8,31,2.95,300.9,500
2005,9,1,19.2,1958.3999999999999,500
2005,9,2,27.6,2815.2,500
2005,9,3,20.78,2119.5600000000004,500
2005,9,4,24.71,2520.42,500
2005,9,5,3.16,322.32000000000005,500
2005,9,6,2.14,218.28,500
2005,9,7,12.98,1323.96,500
2005,9,8,3.6,367.2,500
2005,9,9,1.47,149.94,500
2005,9,10,9.68,987.3599999999999,500
2005,9,11,1.6,163.2,500
2005,9,12,0.19,19.38,500
2005,9,13,0.85,86.7,500
2005,9,14,0.16,16.32,500
2005,9,15,0.69,70.38,500
2005,9,16,0.03,3.0599999999999996,500
2005,9,17,0.26,26.520000000000003,500
2005,9,18,0.03,3.0599999999999996,500
2005,9,19,0.75,76.5,500
2005,9,20,3.77,384.53999999999996,500
2005,9,21,0.38,38.76,500
2005,9,22,0.04,4.08,500
2005,9,23,0.01,1.02,500
2005,9,24,0.68,69.36,500
2005,9,25,0.3,30.599999999999998,500
2005,9,26,0.1,10.2,500
2005,9,27,1.82,185.64,500
2005,9,28,10.14,1034.2800000000002,500
2005,9,29,9.67,986.34,500
2005,9,30,15.61,1592.2199999999998,500
2005,10,1,8.65,882.3,500
2005,10,2,1.21,123.41999999999999,500
2005,10,3,8.72,889.44,500
2005,10,4,38.04,3880.08,500
2005,10,5,13.21,1347.42,500
2005,10,6,1.15,117.3,500
2005,10,7,8.07,823.1400000000001,500
2005,10,8,33.21,3387.42,500
2005,10,9,16.94,1727.88,500
2005,10,10,4.01,409.02,500
2005,10,11,6.12,624.24,500
2005,10,12,7.26,740.5199999999999,500
2005,10,13,27.43,2797.8599999999997,500
2005,10,14,10.88,1109.76,500
2005,10,15,5.89,600.78,500
2005,10,16,11.13,1135.26,500
2005,10,17,26.6,2713.2,500
2005,10,18,13.57,1384.14,500
2005,10,19,4.69,478.38000000000005,500
2005,10,20,1.11,113.22000000000001,500
2005,10,21,2.67,272.34,500
2005,10,22,54.65,5574.3,500
2005,10,23,36.77,3750.5400000000004,500
2005,10,24,6.95,708.9,500
2005,10,25,55.02,5612.04,500
2005,10,26,4.98,507.96,500
2005,10,27,13.98,1425.96,500
2005,10,28,3.87,394.74,500
2005,10,29,2.08,212.16000000000003,500
2005,10,30,1.6,163.2,500
2005,10,31,0.68,69.36,500
2005,11,1,7.71,786.4200000000001,500
2005,11,2,5.55,566.1,500
2005,11,3,5.22,532.4399999999999,500
2005,11,4,3.58,365.16,500
2005,11,5,1.1,112.2,500
2005,11,6,3.94,401.88,500
2005,11,7,3.18,324.36,500
2005,11,8,1.32,134.64000000000001,500
2005,11,9,0.31,31.62,500
2005,11,10,0.13,13.260000000000002,500
2005,11,11,1.28,130.56,500
2005,11,12,0.94,95.88,500
2005,11,13,0.34,34.68,500
2005,11,14,0.22,22.439999999999998,500
2005,11,15,0.0,0.0,500
2005,11,16,0.0,0.0,500
2005,11,17,0.0,0.0,500
2005,11,18,0.0,0.0,500
2005,11,19,0.0,0.0,500
2005,11,20,0.02,2.04,500
2005,11,21,2.72,277.44,500
2005,11,22,5.09,519.18,500
2005,11,23,15.48,1578.96,500
2005,11,24,8.12,828.2399999999999,500
2005,11,25,4.57,466.14000000000004,500
2005,11,26,1.03,105.06,500
2005,11,27,0.54,55.080000000000005,500
2005,11,28,0.27,27.540000000000003,500
2005,11,29,0.0,0.0,500
2005,11,30,0.0,0.0,500
2005,12,1,0.03,3.0599999999999996,500
2005,12,2,4.33,441.66,500
2005,12,3,3.27,333.53999999999996,500
2005,12,4,2.84,289.67999999999995,500
2005,12,5,0.08,8.16,500
2005,12,6,0.01,1.02,500
2005,12,7,0.0,0.0,500
2005,12,8,0.0,0.0,500
2005,12,9,0.86,87.72,500
2005,12,10,1.53,156.06,500
2005,12,11,1.18,120.35999999999999,500
2005,12,12,1.58,161.16000000000003,500
2005,12,13,1.5,153.0,500
2005,12,14,0.08,8.16,500
2005,12,15,0.0,0.0,500
2005,12,16,0.0,0.0,500
2005,12,17,0.89,90.78,500
2005,12,18,0.78,79.56,500
2005,12,19,0.44,44.879999999999995,500
2005,12,20,0.08,8.16,500
2005,12,21,0.04,4.08,500
2005,12,22,0.06,6.119999999999999,500
2005,12,23,0.06,6.119999999999999,500
2005,12,24,0.0,0.0,500
2005,12,25,0.0,0.0,500
2005,12,26,0.0,0.0,500
2005,12,27,0.0,0.0,500
2005,12,28,0.01,1.02,500
2005,12,29,0.01,1.02,500
2005,12,30,0.0,0.0,500
2005,12,31,0.0,0.0,500
2006,1,1,0.0,0.0,500
2006,1,2,0.0,0.0,500
2006,1,3,0.0,0.0,500
2006,1,4,0.05,5.1,500
2006,1,5,0.11,11.219999999999999,500
2006,1,6,0.0,0.0,500
2006,1,7,0.05,5.1,500
2006,1,8,1.55,158.1,500
2006,1,9,0.12,12.239999999999998,500
2006,1,10,0.01,1.02,500
2006,1,11,0.0,0.0,500
2006,1,12,0.0,0.0,500
2006,1,13,0.0,0.0,500
2006,1,14,0.0,0.0,500
2006,1,15,0.0,0.0,500
2006,1,16,0.0,0.0,500
2006,1,17,0.0,0.0,500
2006,1,18,0.0,0.0,500
2006,1,19,0.0,0.0,500
2006,1,20,0.0,0.0,500
2006,1,21,0.0,0.0,500
2006,1,22,0.0,0.0,500
2006,1,23,0.0,0.0,500
2006,1,24,0.0,0.0,500
2006,1,25,0.0,0.0,500
2006,1,26,0.02,2.04,500
2006,1,27,0.03,3.0599999999999996,500
2006,1,28,0.0,0.0,500
2006,1,29,0.0,0.0,500
2006,1,30,0.0,0.0,500
2006,1,31,0.0,0.0,500
2006,2,1,0.0,0.0,500
2006,2,2,0.0,0.0,500
2006,2,3,0.0,0.0,500
2006,2,4,0.0,0.0,500
2006,2,5,0.0,0.0,500
2006,2,6,0.0,0.0,500
2006,2,7,0.0,0.0,500
2006,2,8,0.0,0.0,500
2006,2,9,0.0,0.0,500
2006,2,10,0.0,0.0,500
2006,2,11,0.0,0.0,500
2006,2,12,0.0,0.0,500
2006,2,13,0.0,0.0,500
2006,2,14,0.0,0.0,500
2006,2,15,0.0,0.0,500
2006,2,16,0.0,0.0,500
2006,2,17,0.0,0.0,500
2006,2,18,0.0,0.0,500
2006,2,19,0.0,0.0,500
2006,2,20,0.0,0.0,500
2006,2,21,0.0,0.0,500
2006,2,22,0.0,0.0,500
2006,2,23,0.0,0.0,500
2006,2,24,0.0,0.0,500
2006,2,25,0.0,0.0,500
2006,2,26,0.0,0.0,500
2006,2,27,0.0,0.0,500
2006,2,28,0.0,0.0,500
2006,3,1,0.0,0.0,500
2006,3,2,0.09,9.18,500
2006,3,3,12.05,1229.1,500
2006,3,4,3.03,309.05999999999995,500
2006,3,5,14.81,1510.62,500
2006,3,6,24.18,2466.3599999999997,500
2006,3,7,0.37,37.739999999999995,500
2006,3,8,0.0,0.0,500
2006,3,9,5.58,569.16,500
2006,3,10,5.11,521.22,500
2006,3,11,2.58,263.16,500
2006,3,12,0.17,17.34,500
2006,3,13,0.0,0.0,500
2006,3,14,0.02,2.04,500
2006,3,15,0.01,1.02,500
2006,3,16,0.0,0.0,500
2006,3,17,0.0,0.0,500
2006,3,18,0.0,0.0,500
2006,3,19,0.0,0.0,500
2006,3,20,0.0,0.0,500
2006,3,21,0.0,0.0,500
2006,3,22,0.0,0.0,500
2006,3,23,0.22,22.439999999999998,500
2006,3,24,0.01,1.02,500
2006,3,25,0.0,0.0,500
2006,3,26,0.0,0.0,500
2006,3,27,0.0,0.0,500
2006,3,28,0.0,0.0,500
2006,3,29,0.0,0.0,500
2006,3,30,0.0,0.0,500
2006,3,31,0.0,0.0,500
2006,4,1,0.0,0.0,500
2006,4,2,0.0,0.0,500
2006,4,3,0.5,51.0,500
2006,4,4,0.01,1.02,500
2006,4,5,0.0,0.0,500
2006,4,6,0.0,0.0,500
2006,4,7,0.0,0.0,500
2006,4,8,0.0,0.0,500
2006,4,9,0.0,0.0,500
2006,4,10,0.0,0.0,500
2006,4,11,0.0,0.0,500
2006,4,12,0.0,0.0,500
2006,4,13,0.0,0.0,500
2006,4,14,0.03,3.0599999999999996,500
2006,4,15,17.21,1755.42,500
2006,4,16,10.65,1086.3,500
2006,4,17,2.26,230.51999999999998,500
2006,4,18,0.12,12.239999999999998,500
2006,4,19,0.05,5.1,500
2006,4,20,0.09,9.18,500
2006,4,21,0.0,0.0,500
2006,4,22,0.0,0.0,500
2006,4,23,0.0,0.0,500
2006,4,24,0.0,0.0,500
2006,4,25,0.44,44.879999999999995,500
2006,4,26,0.34,34.68,500
2006,4,27,0.0,0.0,500
2006,4,28,0.0,0.0,500
2006,4,29,0.0,0.0,500
2006,4,30,0.0,0.0,500
2006,5,1,0.0,0.0,500
2006,5,2,8.8,897.6,500
2006,5,3,0.57,58.13999999999999,500
2006,5,4,0.47,47.94,500
2006,5,5,0.16,16.32,500
2006,5,6,0.17,17.34,500
2006,5,7,0.25,25.5,500
2006,5,8,2.88,293.76,500
2006,5,9,8.7,887.4,500
2006,5,10,15.78,1609.56,500
2006,5,11,10.63,1084.26,500
2006,5,12,19.27,1965.54,500
2006,5,13,6.5,663.0,500
2006,5,14,0.02,2.04,500
2006,5,15,0.32,32.64,500
2006,5,16,16.44,1676.88,500
2006,5,17,7.07,721.1400000000001,500
2006,5,18,17.05,1739.1,500
2006,5,19,0.22,22.439999999999998,500
2006,5,20,0.0,0.0,500
2006,5,21,0.44,44.879999999999995,500
2006,5,22,0.02,2.04,500
2006,5,23,0.29,29.58,500
2006,5,24,0.76,77.52,500
2006,5,25,7.91,806.82,500
2006,5,26,7.09,723.18,500
2006,5,27,2.16,220.32000000000002,500
2006,5,28,2.02,206.04,500
2006,5,29,3.93,400.86,500
2006,5,30,1.05,107.1,500
2006,5,31,3.33,339.66,500
2006,6,1,4.47,455.93999999999994,500
2006,6,2,2.31,235.61999999999998,500
2006,6,3,8.98,915.96,500
2006,6,4,1.5,153.0,500
2006,6,5,0.14,14.28,500
2006,6,6,8.55,872.1,500
2006,6,7,2.36,240.71999999999997,500
2006,6,8,0.01,1.02,500
2006,6,9,0.03,3.0599999999999996,500
2006,6,10,0.01,1.02,500
2006,6,11,0.0,0.0,500
2006,6,12,0.15,15.299999999999999,500
2006,6,13,2.22,226.44000000000003,500
2006,6,14,0.13,13.260000000000002,500
2006,6,15,4.52,461.03999999999996,500
2006,6,16,14.82,1511.64,500
2006,6,17,5.98,609.96,500
2006,6,18,3.97,404.94,500
2006,6,19,35.18,3588.36,500
2006,6,20,20.3,2070.6,500
2006,6,21,1.45,147.9,500
2006,6,22,0.85,86.7,500
2006,6,23,0.84,85.67999999999999,500
2006,6,24,0.32,32.64,500
2006,6,25,1.75,178.5,500
2006,6,26,0.37,37.739999999999995,500
2006,6,27,0.2,20.4,500
2006,6,28,0.12,12.239999999999998,500
2006,6,29,1.11,113.22000000000001,500
2006,6,30,0.21,21.419999999999998,500
2006,7,1,0.07,7.14,500
2006,7,2,0.19,19.38,500
2006,7,3,0.08,8.16,500
2006,7,4,1.14,116.27999999999999,500
2006,7,5,0.12,12.239999999999998,500
2006,7,6,0.31,31.62,500
2006,7,7,0.37,37.739999999999995,500
2006,7,8,0.2,20.4,500
2006,7,9,0.25,25.5,500
2006,7,10,0.38,38.76,500
2006,7,11,0.42,42.839999999999996,500
2006,7,12,4.81,490.61999999999995,500
2006,7,13,4.21,429.41999999999996,500
2006,7,14,2.3,234.6,500
2006,7,15,14.14,1442.2800000000002,500
2006,7,16,0.51,52.02,500
2006,7,17,0.61,62.22,500
2006,7,18,0.94,95.88,500
2006,7,19,0.6,61.199999999999996,500
2006,7,20,0.61,62.22,500
2006,7,21,0.06,6.119999999999999,500
2006,7,22,0.01,1.02,500
2006,7,23,0.06,6.119999999999999,500
2006,7,24,0.15,15.299999999999999,500
2006,7,25,0.47,47.94,500
2006,7,26,6.51,664.0199999999999,500
2006,7,27,3.1,316.2,500
2006,7,28,1.01,103.02,500
2006,7,29,0.06,6.119999999999999,500
2006,7,30,0.03,3.0599999999999996,500
2006,7,31,0.23,23.46,500
2006,8,1,0.34,34.68,500
2006,8,2,0.05,5.1,500
2006,8,3,0.12,12.239999999999998,500
2006,8,4,0.14,14.28,500
2006,8,5,0.03,3.0599999999999996,500
2006,8,6,0.68,69.36,500
2006,8,7,0.01,1.02,500
2006,8,8,0.09,9.18,500
2006,8,9,1.79,182.58,500
2006,8,10,0.28,28.56,500
2006,8,11,3.51,358.02,500
2006,8,12,4.48,456.96,500
2006,8,13,1.34,136.68,500
2006,8,14,0.83,84.66,500
2006,8,15,0.6,61.199999999999996,500
2006,8,16,0.58,59.16,500
2006,8,17,0.76,77.52,500
2006,8,18,1.11,113.22000000000001,500
2006,8,19,6.74,687.48,500
2006,8,20,2.18,222.36,500
2006,8,21,4.54,463.0799999999999,500
2006,8,22,1.15,117.3,500
2006,8,23,0.15,15.299999999999999,500
2006,8,24,0.61,62.22,500
2006,8,25,10.68,1089.36,500
2006,8,26,2.77,282.53999999999996,500
2006,8,27,0.09,9.18,500
2006,8,28,0.92,93.84,500
2006,8,29,0.16,16.32,500
2006,8,30,0.23,23.46,500
2006,8,31,0.03,3.0599999999999996,500
2006,9,1,1.14,116.27999999999999,500
2006,9,2,2.59,264.17999999999995,500
2006,9,3,2.12,216.24,500
2006,9,4,0.55,56.1,500
2006,9,5,0.02,2.04,500
2006,9,6,19.1,1948.2,500
2006,9,7,3.06,312.12,500
2006,9,8,0.13,13.260000000000002,500
2006,9,9,5.5,561.0,500
2006,9,10,2.95,300.9,500
2006,9,11,1.72,175.44,500
2006,9,12,3.31,337.62,500
2006,9,13,1.99,202.98000000000002,500
2006,9,14,3.04,310.08,500
2006,9,15,0.75,76.5,500
2006,9,16,0.96,97.91999999999999,500
2006,9,17,0.99,100.97999999999999,500
2006,9,18,0.26,26.520000000000003,500
2006,9,19,0.49,49.98,500
2006,9,20,0.26,26.520000000000003,500
2006,9,21,0.32,32.64,500
2006,9,22,0.12,12.239999999999998,500
2006,9,23,0.2,20.4,500
2006,9,24,2.64,269.28000000000003,500
2006,9,25,3.79,386.58,500
2006,9,26,1.96,199.92,500
2006,9,27,1.32,134.64000000000001,500
2006,9,28,0.36,36.72,500
2006,9,29,0.25,25.5,500
2006,9,30,4.84,493.67999999999995,500
2006,10,1,1.03,105.06,500
2006,10,2,5.29,539.5799999999999,500
2006,10,3,0.27,27.540000000000003,500
2006,10,4,1.24,126.48,500
2006,10,5,0.43,43.86,500
2006,10,6,6.26,638.52,500
2006,10,7,4.91,500.82000000000005,500
2006,10,8,10.4,1060.8,500
2006,10,9,3.49,355.98,500
2006,10,10,1.7,173.4,500
2006,10,11,0.79,80.58000000000001,500
2006,10,12,0.62,63.24,500
2006,10,13,0.18,18.36,500
2006,10,14,0.23,23.46,500
2006,10,15,1.14,116.27999999999999,500
2006,10,16,0.89,90.78,500
2006,10,17,0.61,62.22,500
2006,10,18,1.94,197.87999999999997,500
2006,10,19,1.22,124.44,500
2006,10,20,1.75,178.5,500
2006,10,21,0.43,43.86,500
2006,10,22,0.06,6.119999999999999,500
2006,10,23,1.45,147.9,500
2006,10,24,0.84,85.67999999999999,500
2006,10,25,6.4,652.8,500
2006,10,26,4.84,493.67999999999995,500
2006,10,27,3.35,341.7,500
2006,10,28,5.85,596.6999999999999,500
2006,10,29,4.36,444.72,500
2006,10,30,0.72,73.44,500
2006,10,31,0.28,28.56,500
2006,11,1,10.68,1089.36,500
2006,11,2,5.95,606.9,500
2006,11,3,6.93,706.8599999999999,500
2006,11,4,11.81,1204.6200000000001,500
2006,11,5,1.61,164.22,500
2006,11,6,6.92,705.8399999999999,500
2006,11,7,0.97,98.93999999999998,500
2006,11,8,0.65,66.3,500
2006,11,9,1.15,117.3,500
2006,11,10,0.5,51.0,500
2006,11,11,0.24,24.479999999999997,500
2006,11,12,0.31,31.62,500
2006,11,13,0.4,40.8,500
2006,11,14,0.65,66.3,500
2006,11,15,1.52,155.04,500
2006,11,16,0.35,35.699999999999996,500
2006,11,17,1.96,199.92,500
2006,11,18,4.05,413.09999999999997,500
2006,11,19,1.07,109.14,500
2006,11,20,1.36,138.72,500
2006,11,21,0.06,6.119999999999999,500
2006,11,22,0.31,31.62,500
2006,11,23,1.14,116.27999999999999,500
2006,11,24,0.21,21.419999999999998,500
2006,11,25,0.01,1.02,500
2006,11,26,0.32,32.64,500
2006,11,27,0.26,26.520000000000003,500
2006,11,28,0.19,19.38,500
2006,11,29,0.04,4.08,500
2006,11,30,0.0,0.0,500
2006,12,1,0.0,0.0,500
2006,12,2,0.0,0.0,500
2006,12,3,0.0,0.0,500
2006,12,4,0.0,0.0,500
2006,12,5,0.0,0.0,500
2006,12,6,0.0,0.0,500
2006,12,7,0.0,0.0,500
2006,12,8,0.0,0.0,500
2006,12,9,0.38,38.76,500
2006,12,10,1.22,124.44,500
2006,12,11,1.03,105.06,500
2006,12,12,0.21,21.419999999999998,500
2006,12,13,0.0,0.0,500
2006,12,14,0.0,0.0,500
2006,12,15,0.0,0.0,500
2006,12,16,0.0,0.0,500
2006,12,17,0.0,0.0,500
2006,12,18,0.0,0.0,500
2006,12,19,0.0,0.0,500
2006,12,20,0.0,0.0,500
2006,12,21,0.1,10.2,500
2006,12,22,0.03,3.0599999999999996,500
2006,12,23,0.0,0.0,500
2006,12,24,0.0,0.0,500
2006,12,25,0.0,0.0,500
2006,12,26,0.0,0.0,500
2006,12,27,0.0,0.0,500
2006,12,28,0.0,0.0,500
2006,12,29,0.0,0.0,500
2006,12,30,0.0,0.0,500
2006,12,31,0.0,0.0,500
2007,1,1,0.0,0.0,500
2007,1,2,0.0,0.0,500
2007,1,3,0.0,0.0,500
2007,1,4,0.0,0.0,500
2007,1,5,0.0,0.0,500
2007,1,6,0.0,0.0,500
2007,1,7,0.0,0.0,500
2007,1,8,0.0,0.0,500
2007,1,9,0.0,0.0,500
2007,1,10,0.0,0.0,500
2007,1,11,0.0,0.0,500
2007,1,12,0.0,0.0,500
2007,1,13,0.0,0.0,500
2007,1,14,0.0,0.0,500
2007,1,15,0.0,0.0,500
2007,1,16,0.0,0.0,500
2007,1,17,0.0,0.0,500
2007,1,18,0.0,0.0,500
2007,1,19,0.0,0.0,500
2007,1,20,0.0,0.0,500
2007,1,21,0.0,0.0,500
2007,1,22,0.0,0.0,500
2007,1,23,0.0,0.0,500
2007,1,24,0.0,0.0,500
2007,1,25,0.0,0.0,500
2007,1,26,0.0,0.0,500
2007,1,27,0.53,54.06,500
2007,1,28,0.19,19.38,500
2007,1,29,0.0,0.0,500
2007,1,30,0.0,0.0,500
2007,1,31,0.0,0.0,500
2007,2,1,0.0,0.0,500
2007,2,2,0.0,0.0,500
2007,2,3,0.0,0.0,500
2007,2,4,0.0,0.0,500
2007,2,5,0.0,0.0,500
2007,2,6,0.0,0.0,500
2007,2,7,0.0,0.0,500
2007,2,8,0.0,0.0,500
2007,2,9,0.0,0.0,500
2007,2,10,0.0,0.0,500
2007,2,11,0.0,0.0,500
2007,2,12,0.0,0.0,500
2007,2,13,0.19,19.38,500
2007,2,14,0.01,1.02,500
